job_id,job_title,company_name,location,skills_required,experience_raw,work_mode,company_rating,job_url
2689,Sr Data Scientist + Gen AI,Devlats,Gurugram,"Architecture, Scalability, Compliance, Machine learning, Cloud, Deployment, Mentor, Stakeholder management",5-8 Yrs,On-site,4.4,https://www.naukri.com/job-listings-sr-data-scientist-gen-ai-devlats-gurugram-5-to-8-years-070526502844
2690,AVP - Data Scientist.,Aye Finance,Gurgaon/Gurugram,"python, Docker, Pandas, Machine Learning, Container, FastAPI, flask, Kubernetes",4-8 Yrs,On-site,4.1,https://www.naukri.com/job-listings-avp-data-scientist-aye-finance-gurgaon-gurugram-4-to-8-years-140525023287
2691,"Manager, Data Scientist",Mastercard,Gurugram,"Data Scientist, hive, python, data management, scala, airflow, bi, power bi",6-10 Yrs,On-site,3.8,https://www.naukri.com/job-listings-manager-data-scientist-mastercard-india-services-private-limited-gurugram-6-to-10-years-200526941134
2692,Data Scientist Manager,Mastercard,Hybrid - Gurugram,"Python, Data Science, Predictive Modeling, Machine Learning, Statistics, SQL, Modeling, Machine",9-14 Yrs,Hybrid,3.8,https://www.naukri.com/job-listings-data-scientist-manager-mastercard-gurugram-9-to-14-years-110526004866
2693,"Data Scientist II, TDI",NPS Prism,Gurugram,"Automation, GCP, Analytical, Consulting, Machine learning, Predictive modeling, Continuous improvement, Monitoring",2-7 Yrs,On-site,2.5,https://www.naukri.com/job-listings-data-scientist-ii-tdi-nps-prism-gurugram-2-to-7-years-100326501536
2694,Data Science Associate/Junior Data Scientist,Amiseq,"Hybrid - Hyderabad, Gurugram","python, Artificial Intelligence, Ci/Cd, Data Lake, Machine Learning, AWS, azure, sql",2-6 Yrs,Hybrid,3.8,https://www.naukri.com/job-listings-data-science-associate-junior-data-scientist-amiseq-hyderabad-gurugram-2-to-6-years-290526001890
2695,Implementation Lead- Data Scientist,Cognitio Analytics,Gurugram,"data science, Analytical, Financial risk, Machine learning, Programming, Healthcare, SQL, Python",6-10 Yrs,On-site,3.6,https://www.naukri.com/job-listings-implementation-lead-data-scientist-cognitio-analytics-llc-gurugram-6-to-10-years-220426501786
2696,Lead Data Scientist,Navikenz India,Noida,"Computer vision, Backend, orchestration, data science, GCP, Artificial Intelligence, Django, Machine learning",8-13 Yrs,On-site,3.5,https://www.naukri.com/job-listings-lead-data-scientist-navikenz-india-private-limited-noida-8-to-13-years-270326504691
2697,Lead Data Scientist,Ekaa Analytics,New Delhi,"NoSQL, data science, Machine learning, Database, Deployment, Data analytics, Predictive analytics, Monitoring",10-15 Yrs,On-site,3.6,https://www.naukri.com/job-listings-lead-data-scientist-ekaa-analytics-private-limited-new-delhi-10-to-15-years-251124503851
2698,Lead - Data Scientist,Decisiontree Analytics & Services,Gurugram,"Computer science, Data analysis, Product engineering, Version control, Coding, Neural networks, Analytical, Machine learning",4-6 Yrs,On-site,4.2,https://www.naukri.com/job-listings-lead-data-scientist-decisiontree-analytics-and-services-private-limited-gurugram-4-to-6-years-080925500762
2699,Lead Data Scientist,The Depository Trust & Clearing Corporation (DTCC),New Delhi,"algorithms, modeling, predictive analytics, predictive, machine learning, hibernate, sql, database design",3-6 Yrs,On-site,3.7,https://www.naukri.com/job-listings-lead-data-scientist-the-depository-trust-clearing-corporation-dtcc-new-delhi-3-to-6-years-070426500092
2700,Lead Data Scientist,Oliver Wyman,Gurugram,"data science, SAS, Analytical, Management consulting, Machine learning, Risk management, IT operations, Analytics",4-8 Yrs,On-site,3.2,https://www.naukri.com/job-listings-lead-data-scientist-oliver-wyman-gurugram-4-to-8-years-180225501347
2701,Data Scientist Lead,Rxlogix Corporation,Noida,"Pharma, HIPAA, Healthcare, Life sciences, Open source, Monitoring, Python, Auditing",10-15 Yrs,On-site,2.2,https://www.naukri.com/job-listings-data-scientist-lead-rxlogix-corporation-inc-noida-10-to-15-years-060126502473
2702,Lead Data Scientist,Cognitio Analytics,Gurugram,"Basic, Data analysis, data manipulation, Senior Analyst, Banking, Cloud, Healthcare, Analytics",6-8 Yrs,On-site,3.6,https://www.naukri.com/job-listings-lead-data-scientist-cognitio-analytics-llc-gurugram-6-to-8-years-020725502912
2703,Data Scientist Professional,Codersbrain India,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","deep learning, Payroll, Data management, Neural networks, Artificial Intelligence, Consulting, Machine learning, AWS",5-9 Yrs,On-site,3.1,https://www.naukri.com/job-listings-data-scientist-professional-codersbrain-india-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-9-years-250823500642
2704,Staff Data Scientist,Stryker,Gurugram,"Data Scientist, Business Intelligence, Azure, Automation, Power Bi, Alerting, Feature Engineering, Ai",10-15 Yrs,On-site,3.9,https://www.naukri.com/job-listings-staff-data-scientist-stryker-global-technology-center-pvt-ltd-gurugram-10-to-15-years-280526923299
2705,Principal Data Scientist,Ceresight,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","Computer science, deep learning, data science, spark, Artificial Intelligence, Machine learning, Manager Technology, big data",4-9 Yrs,Remote,3.6,https://www.naukri.com/job-listings-principal-data-scientist-ceresight-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-270519502387
2706,Data Scientist Intern Rigbot,rigbot.com,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",Not Available,No fixed duration,On-site,4.3,https://www.naukri.com/job-listings-data-scientist-intern-rigbot-rigbot-com-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-081117500277
2707,Data Scientist (Pricing Analytics),TP,Gurugram,"Artificial Intelligence, Pricing Analytics, Machine Learning, Python, SQL, Revenue, Data, Analytics",3-8 Yrs,On-site,3.9,https://www.naukri.com/job-listings-data-scientist-pricing-analytics-tp-gurugram-3-to-8-years-080626004274
2708,Jr. Data Scientist,Quarks Technosoft,Noida,"Analytical skills, Statistical analysis, data science, GCP, Machine learning, Cloud, power bi, data visualization",1-3 Yrs,On-site,3.6,https://www.naukri.com/job-listings-jr-data-scientist-quarks-noida-1-to-3-years-301225501942
2709,Data Scientist (Analytics),FCS Software Solutions,Remote,"Demand Forecasting, Python, Predictive Modeling, Statistical Modeling, AWS, Machine Learning, Predictive, Forecasting",4-7 Yrs,Remote,3.7,https://www.naukri.com/job-listings-data-scientist-analytics-fcs-software-solutions-noida-4-to-7-years-200526020669
2710,Data Scientist - Analytics,Sparix Global,Noida,"demand forecasting, python, natural language processing, predictive analytics, time series, analytics data, machine learning, artificial intelligence",4-9 Yrs,On-site,5.0,https://www.naukri.com/job-listings-data-scientist-analytics-sparix-global-private-limited-noida-4-to-9-years-050626503345
2711,Data Scientist (Analytics Centre of Excellence (ACE) ),Maruti Suzuki,Gurugram,"SAP, GCP, Machine learning, Agile, Oracle, Cosmos, Forecasting, Analytics",2-7 Yrs,On-site,4.1,https://www.naukri.com/job-listings-data-scientist-analytics-centre-of-excellence-ace-maruti-suzuki-india-limited-gurugram-2-to-7-years-310525502501
2712,Principal Data Scientist - Conversion,Comviva Technology,Gurugram,"Analytical skills, deep learning, data science, Neural networks, Machine learning, System monitoring, Analytics, Project life cycle",4-6 Yrs,On-site,2.8,https://www.naukri.com/job-listings-principal-data-scientist-conversion-comviva-technologies-limited-gurugram-4-to-6-years-200326502356
2713,Assistant Manager/ Deputy Manager - Data Scientist,Maruti Suzuki,Gurugram,"Computer vision, Simulation, data science, Neural networks, Machine learning, Telematics, data visualization, Econometrics",4-9 Yrs,On-site,4.1,https://www.naukri.com/job-listings-assistant-manager-deputy-manager-data-scientist-maruti-suzuki-india-limited-gurugram-4-to-9-years-090523501896
2714,AM/DM - Data Scientist,Maruti Suzuki,Gurugram,"Computer vision, Simulation, data science, Neural networks, Machine learning, Telematics, data visualization, Econometrics",4-6 Yrs,On-site,4.1,https://www.naukri.com/job-listings-am-dm-data-scientist-maruti-suzuki-india-limited-gurugram-4-to-6-years-090523501895
2715,"Data Scientist Junior, Sign 3",IBS Intelligence,Gurugram,"Telecom, Health insurance, GIT, Finance, ROC, Windows, Financial services, Monitoring",1-3 Yrs,On-site,1.0,https://www.naukri.com/job-listings-data-scientist-junior-sign-3-ibs-intelligence-gurugram-1-to-3-years-290526505068
2716,Associate Data Scientist - Enterprise & Reporting,Circle K,Gurugram,"Supply chain, Computer science, Data analysis, customer analytics, Business analytics, Analytical, MySQL, Data mining",1-2 Yrs,On-site,3.0,https://www.naukri.com/job-listings-associate-data-scientist-enterprise-reporting-circle-k-stores-inc-gurugram-1-to-2-years-100426501839
2717,Associate Data Scientist,RIGHT STEP CONSULTING PRIVATE LIMITED,Noida,"E-learning, Linux, Data management, Javascript, Tools, Business intelligence, Digital marketing, Analytics",3-6 Yrs,On-site,3.6,https://www.naukri.com/job-listings-associate-data-scientist-right-step-consulting-private-limited-noida-3-to-6-years-110417501283
2718,Consultant- Data Scientist with GenAI,Sparix Global,Noida,"Solution design, deep learning, GCP, Analytical, Machine learning, Workflow, Continuous improvement, Powerpoint",5-10 Yrs,On-site,5.0,https://www.naukri.com/job-listings-consultant-data-scientist-with-genai-sparix-global-private-limited-noida-5-to-10-years-260526502946
2719,Junior data scientist,Dhurin,Noida,"Data analysis, Operations research, SAS, Diagnostics, data science, Neural networks, Machine learning, Healthcare",1-3 Yrs,On-site,2.4,https://www.naukri.com/job-listings-junior-data-scientist-dhurin-noida-1-to-3-years-291223501124
2720,Data Scientist (Foundational Models) Intelligence Engine (Agentic AI),Singleinterface,Gurugram,"Training, Loop, Trade, deep learning, Translation, orchestration, Data quality, Statistics",2-6 Yrs,On-site,3.2,https://www.naukri.com/job-listings-data-scientist-foundational-models-intelligence-engine-agentic-ai-single-interface-gurugram-2-to-6-years-250326500606
2721,Data Scientist (Masters) - AI Data Trainer,Alignerr,New Delhi,"Computer science, deep learning, SQL queries, Data analysis, data science, Analytical, Machine learning, Data quality",2-6 Yrs,On-site,3.7,https://www.naukri.com/job-listings-data-scientist-masters-ai-data-trainer-alignerr-new-delhi-2-to-6-years-050126503640
2722,"Data Scientist II , Ultra",Affle,Gurugram,"algorithms, python, adtech, hypothesis testing, presentation skills, dl, data pipeline, machine learning",5-8 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-scientist-ii-ultra-affle-gurugram-5-to-8-years-290426503363
2723,Data Scientist - Generative AI Specialist,Vlaunchu,Noida,"Automation, orchestration, data science, Focus, Programming, Deployment, Application development, Management",3-8 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-scientist-generative-ai-specialist-vlaunchu-noida-3-to-8-years-261125502293
2724,Data Scientist expert,Codersarts,Noida,"Computer vision, Data analysis, SAS, Neural networks, Analytical, Machine learning, Forecasting, Internship",3-8 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-expert-codersarts-noida-3-to-8-years-241224503519
2725,Jr Data Scientist,Logic Planet,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra","algorithms, python, data analysis, data pipelines, it services, software design, big data technologies, business intelligence",2-4 Yrs,On-site,2.8,https://www.naukri.com/job-listings-jr-data-scientist-logicplanet-it-services-prayagraj-varanasi-ghaziabad-kanpur-lucknow-agra-2-to-4-years-200226504981
2726,Computer Scientist 2 ( Data Engineering + AI ),Adobe,Noida,"Performance tuning, Adobe Acrobat, Data modeling, Cloud, Data quality, Adobe, Data architecture, Python",7-12 Yrs,On-site,3.7,https://www.naukri.com/job-listings-computer-scientist-2-data-engineering-ai-adobe-systems-india-pvt-ltd-noida-7-to-12-years-220526502635
2727,"Senior Data Engineering Analyst - SQL, Scala",Optum,Noida,"Scala, Azure, Data Engineering, Sql Server, Hadoop, Ai, Big Data, Programming",4-8 Yrs,On-site,4.0,https://www.naukri.com/job-listings-senior-data-engineering-analyst-sql-scala-optum-global-solutions-india-private-limited-noida-4-to-8-years-080626912124
2728,IN Senior Associate Azure Data Engineer Digital Integration,PwC Service Delivery Center,Gurugram,"Business process, Process automation, Data analysis, Business transformation, Performance management, Business analysis, Process improvement, Analytical",3-5 Yrs,On-site,3.3,https://www.naukri.com/job-listings-in-senior-associate-azure-data-engineer-digital-integration-pricewaterhouse-coopers-service-delivery-center-kolkata-gurugram-3-to-5-years-080626502872
2729,Online Data Analyst Gujarati,TELUS Digital,Remote,"Gujarati, search engines, Data management, Data Analysis, online maps, online research, Map, Engine",0-5 Yrs,Remote,3.5,https://www.naukri.com/job-listings-online-data-analyst-telus-digital-noida-0-to-5-years-110326926277
2730,Senior Associate - Data Analyst (CITCO),Acuity Knowledge Partners,Gurugram,"alternative investments, data analysis, data analytics, private equity, strong analytical skills, investment, problem solving, tracking",5-8 Yrs,On-site,3.1,https://www.naukri.com/job-listings-senior-associate-data-analyst-citco-acuity-knowledge-partners-gurugram-5-to-8-years-260526506235
2731,Senior Associate - Data Analyst (CEPRES),Acuity Knowledge Partners,Gurugram,"alternative investments, data analysis, data analytics, software testing, private equity, strong analytical skills, problem solving, market data",5-8 Yrs,On-site,3.1,https://www.naukri.com/job-listings-senior-associate-data-analyst-cepres-acuity-knowledge-partners-gurugram-5-to-8-years-260526506234
2732,Senior Associate - Data Analyst Performance System,Acuity Knowledge Partners,Gurugram,"metadata, alternative investments, data analysis, data analytics, private equity, strong analytical skills, problem solving, dashboards",5-8 Yrs,On-site,3.1,https://www.naukri.com/job-listings-senior-associate-data-analyst-performance-system-acuity-knowledge-partners-gurugram-5-to-8-years-260526506232
2733,Walk-in || Google Data Engineer Developer/ Lead,Tata Consultancy Services,Delhi / NCR,"GCP, Bigquery, gcp developer, Leadership, Google, Development, Data",13-Jun,On-site,3.3,https://www.naukri.com/job-listings-google-data-engineer-developer-lead-tata-consultancy-services-delhi-ncr-6-to-11-years-040626014959
2734,Senior Data Engineer,Cybernetics Controls,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","api gateway, scala, sql coding, pyspark, sql, git, spark, writing",0-2 Yrs,On-site,3.6,https://www.naukri.com/job-listings-senior-data-engineer-cybernetics-controls-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-121124501072
2735,Data Engineer,Globallogic,"Delhi / NCR, Pune, Bengaluru","Data Build Tool Dbt, SQL, Python, GCP, AWS, Tools, Data Engineering, Build Automation",4-8 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-engineer-globallogic-pune-bengaluru-delhi-ncr-4-to-8-years-080626009779
2736,Big Data Engineer,Tata Consultancy Services,"New Delhi, Noida, Greater Noida","Hive, Hadoop, Big Data, Spark, ETL, Data",5-15 Yrs,On-site,3.3,https://www.naukri.com/job-listings-big-data-engineer-tata-consultancy-services-noida-new-delhi-greater-noida-5-to-15-years-080626006106
2737,"Senior Data Analyst - Power BI, SQL",Optum,Gurugram,"finance, sprint, ai, power bi, hr, user stories, user experience, business intelligence",3-8 Yrs,On-site,4.0,https://www.naukri.com/job-listings-senior-data-analyst-power-bi-sql-optum-global-solutions-india-private-limited-gurugram-3-to-8-years-030626913682
2738,Data Analyst,Digital Glyde,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","Data analysis, Excel, Statistical analysis, Analytical, power bi, data integrity, Data Analyst, data visualization",0-3 Yrs,On-site,3.3,https://www.naukri.com/job-listings-data-analyst-digital-glyde-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-170524500934
2739,Data Verification Analyst,Foundation Ai,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",0-5 Yrs,On-site,3.4,https://www.naukri.com/job-listings-data-verification-analyst-foundation-ai-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-101224501433
2740,Data Engineering and Advanced Analytics Sr Manager,Hitachi Digital Services,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","advanced analytics, java, gcp, data governance, data engineering, communication skills, sql",7-11 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-engineering-and-advanced-analytics-sr-manager-hitachi-digital-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-7-to-11-years-300425506774
2741,MS Fabric Data Engineer,Tata Consultancy Services,"Delhi / NCR, Pune, Bengaluru","MS Fabric Data Engineer, Azure Data Factory, Azure Databricks, Azure Data Lake, Microsoft Azure, Fabric, Microsoft, Factory",4-8 Yrs,On-site,3.3,https://www.naukri.com/job-listings-ms-fabric-data-engineer-tata-consultancy-services-pune-bengaluru-delhi-ncr-4-to-8-years-070626005099
2742,Internship Junior Data Analyst,Rezultize,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","Computer science, Data analysis, Analytical, Data collection, Market research, Customer engagement, Internship, SQL",0-1 Yrs,On-site,3.6,https://www.naukri.com/job-listings-internship-junior-data-analyst-rezultize-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-241224503390
2743,MLOps Engineer | Lead - Global Data Analytics company,Axtria,"Delhi / NCR, Hyderabad, Bengaluru","Airflow, MLOps, Machine Learning, Company, Data, Leadership, Analytics, Global",3-8 Yrs,On-site,2.7,https://www.naukri.com/job-listings-mlops-engineer-lead-global-data-analytics-company-axtria-hyderabad-bengaluru-delhi-ncr-3-to-8-years-010626026993
2744,Lead Data Engineer (Integration Specialist),Hitachi Digital Services,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","java, financial products, mule esb, integration, pentaho, data engineering, programming, ESB",5-8 Yrs,On-site,3.5,https://www.naukri.com/job-listings-lead-data-engineer-integration-specialist-hitachi-digital-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-260425504068
2745,Data Engineering Lead,Capgemini,Gurugram,"Data Engineering, S3, Performance Optimization, Compliance, Architecture, Use Cases, Postgresql, Ai",9-13 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-engineering-lead-capgemini-technology-services-india-limited-gurugram-9-to-13-years-080626916229
2746,Lead-Data Modelling and Engineering,Allianz,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","python, data analysis, amazon redshift, talend, presentation skills, power bi, data warehousing, microsoft azure",5-8 Yrs,On-site,4.1,https://www.naukri.com/job-listings-lead-data-modelling-and-engineering-allianz-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-060226507272
2747,Sr Data Engineers - AI/ML,Photon,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","algorithms, aiml, data structures, artificial intelligence, ml, Intelligence, SR, Data",3-7 Yrs,On-site,4.1,https://www.naukri.com/job-listings-sr-data-engineers-ai-ml-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-240326504241
2748,Sr Developer - Data Engineering,Photon,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","cloudera, Version control, GIT, spark, Data processing, Application development, Apache, Analytics",4-8 Yrs,On-site,4.1,https://www.naukri.com/job-listings-sr-developer-data-engineering-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-100325501519
2749,Data Science - Senior Engineer,Iris Software,Noida,"Data Science, Tensorflow, Feature Engineering, Ai, Kafka, Machine Learning, Flink, Devops",5-10 Yrs,On-site,3.7,https://www.naukri.com/job-listings-data-science-senior-engineer-iris-software-technologies-private-limited-noida-5-to-10-years-090626917762
2750,Sr. Data Engineer,Photon,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","SQL queries, Data validation, spark, Delta, devops, SCALA, microsoft azure, Troubleshooting",8-9 Yrs,On-site,4.1,https://www.naukri.com/job-listings-sr-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-9-years-170225504275
2751,Sr Data Engineer,Photon,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru","Automation, Version control, orchestration, SCALA, Resource allocation, Workflow, Data processing, Scheduling",4-9 Yrs,On-site,4.1,https://www.naukri.com/job-listings-sr-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-100325501514
2752,ETL Data - Senior Engineer,Iris Software,Noida,"Etl, Automation, Financial Services, Transportation, It Services, Devops, Quality Engineering, Analytics",4-7 Yrs,On-site,3.7,https://www.naukri.com/job-listings-etl-data-senior-engineer-iris-software-technologies-private-limited-noida-4-to-7-years-090626917799
2753,Senior Data Engineer,Iris Software,Noida,"Data Engineer, Airflow, S3, Cdc, Ai, Kafka, Data Capture, Machine Learning",4-7 Yrs,On-site,3.7,https://www.naukri.com/job-listings-senior-data-engineer-iris-software-technologies-private-limited-noida-4-to-7-years-090626917728
2754,Manual Data Tester - Senior Engineer,Iris Software,Noida,"architecture, s3, rest, bdd, test management, sprint, databricks, business rules",3-6 Yrs,On-site,3.7,https://www.naukri.com/job-listings-manual-data-tester-senior-engineer-iris-software-technologies-private-limited-noida-3-to-6-years-080626914047
2755,Sr Data Engineering Consultant,Optum,"Hybrid - Noida, Gurugram","Etl Pipelines, Data Pipeline, Streaming, Orchestration, Airflow, Ci/Cd, Data Modeling, SQL",9-14 Yrs,Hybrid,4.0,https://www.naukri.com/job-listings-sr-data-engineering-consultant-optum-noida-gurugram-9-to-14-years-050626018409
2756,Senior Data Engineer,Optum,Gurugram,"Data Engineer, Ai, Kafka, Llm, Elt, Devops, Data Science, Shell",3-8 Yrs,On-site,4.0,https://www.naukri.com/job-listings-senior-data-engineer-optum-global-solutions-india-private-limited-gurugram-3-to-8-years-040626927963
2757,Big Data Engineer - 19th March - Virtual Interview - Pan india,Tata Consultancy Services,"Delhi / NCR, Hyderabad, Bengaluru","SCALA, Big Data, Spark, AWS, Redshift Aws, Data, Amazon Redshift, Interviewing",8-13 Yrs,On-site,3.3,https://www.naukri.com/job-listings-big-data-engineer-19th-march-virtual-interview-pan-india-tata-consultancy-services-hyderabad-bengaluru-delhi-ncr-8-to-13-years-110326009892
2758,Tcs hiring_ Virtual Interview_ Data Engineer (Google cloud Platform),Tata Consultancy Services,"Delhi / NCR, Hyderabad, Pune","Airflow, BigQuery, Google Cloud Platform, Dataflow, Python, API scripting, Google Cloud SDK, Data Flow",6-10 Yrs,On-site,3.3,https://www.naukri.com/job-listings-tcs-hiring-virtual-interview-data-engineer-google-cloud-platform-tata-consultancy-services-hyderabad-pune-delhi-ncr-6-to-10-years-100626000065
2759,Azure Data Engineer - Databricks - 10 June (Wed) - Virtual Interview,Tata Consultancy Services,"Delhi / NCR, Pune, Bengaluru","Azure Data Engineer, Data Bricks, Azure Data Factory, Azure Databricks, Data, Interviewing, Bricks, Factory",5-10 Yrs,On-site,3.3,https://www.naukri.com/job-listings-azure-data-engineer-databricks-10-june-wed-virtual-interview-tata-consultancy-services-pune-bengaluru-delhi-ncr-5-to-10-years-080626000914
2760,Azure Data Engineer,Tata Consultancy Services,"Noida, Hyderabad, Bengaluru","Azure Data Factory, Azure Synapse, Azure Databricks, Azure Data Lake, Python, Data, Data Lake, Factory",4-9 Yrs,On-site,3.3,https://www.naukri.com/job-listings-azure-data-engineer-tata-consultancy-services-noida-hyderabad-bengaluru-4-to-9-years-080626028395
2761,"Principal Engineer, Big Data Engineer",Nagarro,"Gurugram, Bengaluru","Spark, Data Architecture, Data Modeling, Data Bricks, Pyspark, Azure, AWS, Technical Architecture",12-16 Yrs,On-site,3.9,https://www.naukri.com/job-listings-principal-engineer-big-data-engineer-nagarro-gurugram-bengaluru-12-to-16-years-020326033626
2762,Cloud Data Engineer,Google,Gurugram,"Product management, C++, Product engineering, Coding, Data structures, Data quality, Troubleshooting, Data mining",0 Yrs,On-site,4.4,https://www.naukri.com/job-listings-cloud-data-engineer-google-india-private-limited-gurugram-0-to-0-years-090725503304
2763,Data Engineer,Cisco,"Hyderabad, Chennai, Gurugram, Bengaluru","Automation, Data management, Data modeling, Agile, Workflow, Apache, JIRA, cisco",5-10 Yrs,On-site,4.1,https://www.naukri.com/job-listings-data-engineer-cisco-hyderabad-chennai-gurugram-bengaluru-5-to-10-years-010626501549
2764,Senior Data Analyst,Optum,Noida,"data analyst, snowflake, data warehouse, python, github, project management, scala, ai",6-11 Yrs,On-site,4.0,https://www.naukri.com/job-listings-senior-data-analyst-optum-global-solutions-india-private-limited-noida-6-to-11-years-200526940987
2765,Data Analyst,Acciojob,"Noida, Hyderabad, Pune","Power Bi, Data Analytics, SQL, Data Analysis, Data Visualization, Machine Learning, Python, Machine",0-2 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-analyst-acciojob-noida-hyderabad-pune-0-to-2-years-260526033072
2766,Data Analyst Intern,ARP Investments,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",Not Available,No fixed duration,On-site,3.6,https://www.naukri.com/job-listings-data-analyst-intern-arp-investments-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-300724502261
2767,Data Analyst,Concept Kart,New Delhi,"Data Analysis, Power Bi, Data Analytics, SQL, Analytics, Bi, Analysis, Data",0-4 Yrs,On-site,4.6,https://www.naukri.com/job-listings-data-analyst-concept-kart-new-delhi-0-to-4-years-260526034727
2768,Data Analyst Defence Tender & Procurement,Crystal Works,New Delhi(Saket),"Data Analytics, Advanced Analytics, Analytics, Defence, Data analysis, Tendering, Procurement, Data",3-8 Yrs,On-site,2.2,https://www.naukri.com/job-listings-data-analyst-defence-tender-procurement-crystal-works-new-delhi-3-to-8-years-090626022718
2769,Data Analyst,Sopra Steria,Noida,"development, design documents, oracle, data analysis, data warehousing, oracle fusion, plsql, sql",3-5 Yrs,On-site,3.9,https://www.naukri.com/job-listings-data-analyst-sopra-steria-noida-3-to-5-years-090626017461
2770,Data Analyst,TALENTPULL AND INFRASTRUCTURE PRIVATE LIMITED,Gurugram,"SOP, Capa, Google Sheets, RCA, Excel, SLAS, Data, Sheet",0-2 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-analyst-talentpull-and-infrastructure-gurugram-0-to-2-years-050626007781
2771,Data Analyst,Nestle,Gurugram,"Mis Analysis, Data Analysis, Advanced Excel, Data, MIS, Excel, Analysis",1-3 Yrs,On-site,3.7,https://www.naukri.com/job-listings-data-analyst-nestle-gurugram-1-to-3-years-040626018696
2772,Data Analyst - Noida,Optum,Hybrid - Noida,"hive, pyspark, delta lake, azure, Python, kubernetes, ADF, Terraform",4-8 Yrs,Hybrid,4.0,https://www.naukri.com/job-listings-data-analyst-noida-optum-noida-4-to-8-years-030626027156
2773,Senior or Lead Data Engineer,Quarks Technosoft,Noida,"metadata, Backend, Version control, Data modeling, Postgresql, Schema, Javascript, Data quality",7-12 Yrs,On-site,3.6,https://www.naukri.com/job-listings-senior-or-lead-data-engineer-quarks-noida-7-to-12-years-110326506494
2774,Senior Data Engineer,Ness Digital Engineering,"Hybrid - New Delhi, Noida","SQL, Data ENgineer, Hadoop, SPark, ELT, ETL, AWS, Python",5-8 Yrs,Hybrid,3.2,https://www.naukri.com/job-listings-senior-data-engineer-ness-digital-engineering-noida-new-delhi-5-to-8-years-050626024639
2775,Senior Data Engineer,Iris Software,"Hybrid - Noida, Pune, Gurugram","Snowflake, Big Data, Etl Development, Python, SQL, ETL, Data Engineering, Development",6-9 Yrs,Hybrid,3.7,https://www.naukri.com/job-listings-senior-data-engineer-iris-software-noida-pune-gurugram-6-to-9-years-040626017295
